index,packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,mean_packet_size,spectral_entropy,frequency_band_energy,label,score,z_score,is_anomaly,reason
971,0.327130,0.662691,30710,443,0.571429,0.000000,0.530092,0.882636,0,1.209766,0.550891,0,Normal
972,0.643522,0.967936,7779,53,0.500000,0.000000,0.505824,0.831327,0,1.474849,1.209676,0,Normal
973,0.619184,0.171404,37053,80,0.428571,0.000000,0.426179,0.066045,0,0.685229,-0.752687,0,Normal
974,0.594130,0.714027,10457,80,0.428571,0.000000,0.658307,0.740016,0,1.334147,0.860002,0,Normal
975,0.596278,0.659704,54850,443,0.428571,0.000000,0.214760,0.094500,0,0.690778,-0.738896,0,Normal
976,0.536149,0.615246,59633,443,0.714286,0.000000,0.795715,0.000714,0,0.536863,-1.121406,0,Normal
977,0.905512,0.298058,38405,80,0.000000,0.000000,0.166804,0.253235,1,1.158747,0.424099,0,Normal
978,0.602004,0.621486,42723,80,0.642857,0.000000,0.054436,0.425113,0,1.027117,0.096972,0,Normal
979,0.130995,0.325352,64796,80,0.714286,0.000000,0.836820,0.621469,0,0.752464,-0.585595,0,Normal
980,0.917681,0.069511,60514,443,0.071429,0.000000,0.132285,0.312794,0,1.230475,0.602356,0,Normal
981,0.342878,1.000000,25203,53,0.928571,0.000000,0.272803,0.122055,0,0.464932,-1.300168,0,Normal
982,0.317108,0.455863,24430,53,0.285714,0.000000,0.334468,0.322306,0,0.639414,-0.866546,0,Normal
983,0.297065,0.194653,19610,53,0.071429,0.000000,0.255347,0.527812,0,0.824877,-0.405633,0,Normal
984,0.866858,0.341230,30107,80,0.428571,0.000000,0.284694,0.750627,0,1.617484,1.564152,1,|z|=1.56 >= 1.5
985,0.109520,0.364819,59560,443,0.142857,0.000000,0.431495,0.130944,1,0.240464,-1.858016,1,|z|=1.86 >= 1.5
986,0.332140,0.076630,59872,80,0.428571,0.000000,0.793201,0.966905,0,1.299046,0.772769,0,Normal
987,0.206156,0.843081,26173,443,0.142857,0.000000,0.304631,0.206769,0,0.412925,-1.429416,0,Normal
988,0.713672,0.516231,38102,80,0.285714,0.000000,0.176585,0.484657,1,1.198329,0.522469,0,Normal
989,0.115963,0.506629,32848,443,0.071429,0.000000,0.190350,0.017972,1,0.133935,-2.122762,1,|z|=2.12 >= 1.5
990,0.839656,0.143350,48657,443,0.500000,0.000000,0.502756,0.834116,0,1.673772,1.704039,1,|z|=1.70 >= 1.5
991,0.874016,0.661356,34399,80,0.214286,0.000000,0.437169,0.033719,0,0.907735,-0.199715,0,Normal
992,0.117394,0.362422,7662,443,0.428571,0.000000,0.170692,0.821556,0,0.938950,-0.122139,0,Normal
993,0.771654,0.989578,6353,80,0.285714,0.000000,0.597442,0.662598,0,1.434251,1.108782,0,Normal
994,0.565497,0.956234,46051,53,0.857143,0.000000,0.749531,0.858053,0,1.423551,1.082189,0,Normal
995,0.103794,0.078032,26435,443,0.428571,0.000000,0.339083,0.402062,0,0.505856,-1.198465,0,Normal
996,0.727989,0.048901,49767,80,0.928571,0.000000,0.094822,0.418902,0,1.146890,0.394633,0,Normal
997,0.952756,0.731936,53507,80,0.928571,0.000000,0.016880,0.441276,0,1.394032,1.008830,0,Normal
998,0.322835,0.655933,17255,53,0.071429,0.000000,0.887533,0.806790,0,1.129625,0.351724,0,Normal
999,0.176807,0.186102,7602,80,0.857143,0.000000,0.855640,0.073257,0,0.250065,-1.834156,1,|z|=1.83 >= 1.5
